1543,http://web.mta.info/nyct/service/,31st St & 36th Ave at NW corner,POINT( -73.92974000 40.75679600),N-Q
1542,http://web.mta.info/nyct/service/,31st St & 36th Ave at SE corner,POINT( -73.92976600 40.75637900),N-Q
1541,http://web.mta.info/nyct/service/,31st St & 36th Ave at SW corner,POINT( -73.92999300 40.75647800),N-Q
1544,http://web.mta.info/nyct/service/,31st St & 39th Ave at NW corner,POINT( -73.93290300 40.75290100),N-Q
1545,http://web.mta.info/nyct/service/,31st St & 39th Ave at SE corner,POINT( -73.93293600 40.75249100),N-Q
1540,http://web.mta.info/nyct/service/,31st St & Broadway at NW corner,POINT( -73.92534900 40.76221700),N-Q
1539,http://web.mta.info/nyct/service/,31st St & Broadway at SE corner,POINT( -73.92539900 40.76177300),N-Q
1538,http://web.mta.info/nyct/service/,31st St & Broadway at SW corner,POINT( -73.92563800 40.76188000),N-Q
1533,http://web.mta.info/nyct/service/,31st St & Hoyt Ave North at NE corner,POINT( -73.91693500 40.77087000),N-Q
1532,http://web.mta.info/nyct/service/,31st St & Hoyt Ave North at NW corner,POINT( -73.91716700 40.77100900),N-Q
1531,http://web.mta.info/nyct/service/,31st St & Hoyt Ave South at SE corner,POINT( -73.91775500 40.77017000),N-Q
1530,http://web.mta.info/nyct/service/,31st St & Hoyt Ave South at SW corner,POINT( -73.91797800 40.77031300),N-Q
1818,http://web.mta.info/nyct/service/,33rd St & Queens Blvd at NE corner,POINT( -73.93153300 40.74472400),7
1819,http://web.mta.info/nyct/service/,33rd St & Queens Blvd at NW corner,POINT( -73.93182900 40.74459400),7
1817,http://web.mta.info/nyct/service/,33rd St & Queens Blvd at SE corner,POINT( -73.93157000 40.74456800),7
1820,http://web.mta.info/nyct/service/,33rd St & Queens Blvd at SW corner,POINT( -73.93179400 40.74476300),7
1088,http://web.mta.info/nyct/service/,34th St & Northern Blvd at SW corner,POINT( -73.93058500 40.75186800),M-R
1327,http://web.mta.info/nyct/service/,34th St & Queens Blvd at NW corner,POINT( -73.93086500 40.74465800),7
1326,http://web.mta.info/nyct/service/,34th St & Queens Blvd at SW corner,POINT( -73.93089400 40.74449400),7
868,http://web.mta.info/nyct/service/,35th St & 38th Ave at NE corner,POINT( -73.92877500 40.75223200),M-R
869,http://web.mta.info/nyct/service/,35th St & 38th Ave at SW corner,POINT( -73.92926300 40.75219800),M-R
